jerseyid,orderid,jerseyname,jerseynumber,team,jerseytype,jerseyyear,jerseysize,jerseyprice,quantitysold,datesold
10233,4034,Christian McCaffrey,23,San Francisco 49ers,Away,2020,XL,149.99,1,2024-07-16
10234,4034,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,L,129.99,3,2024-07-16
10235,4035,CeeDee Lamb,88,Dallas Cowboys,Home,2020,XXL,149.99,2,2023-07-29
10236,4035,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,XXL,119.99,2,2023-07-29
10237,4036,Lamar Jackson,8,Baltimore Ravens,Away,2023,M,149.99,3,2021-05-29
10238,4037,Jalen Hurts,1,Philadelphia Eagles,Home,2019,XXL,149.99,3,2019-04-10
10239,4037,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,S,129.99,1,2019-04-10
10240,4037,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,S,139.99,3,2019-04-10
10241,4037,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,XL,119.99,3,2019-04-10
10242,4038,Christian McCaffrey,23,San Francisco 49ers,Home,2022,L,129.99,1,2023-10-29
10243,4038,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,XXL,119.99,2,2023-10-29
10244,4039,Lamar Jackson,8,Baltimore Ravens,Away,2020,S,139.99,3,2024-04-13
10245,4039,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,L,119.99,2,2024-04-13
10246,4040,Jordan Love,10,Green Bay Packers,Away,2025,S,129.99,1,2022-03-03
10247,4040,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,XXL,129.99,3,2022-03-03
10248,4040,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,L,129.99,1,2022-03-03
10249,4041,Josh Allen,17,Buffalo Bills,Alternate,2023,L,119.99,1,2022-10-25
10250,4041,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,S,139.99,1,2022-10-25
10251,4042,Josh Allen,17,Buffalo Bills,Home,2025,XXL,139.99,2,2019-11-21
10252,4042,Christian McCaffrey,23,San Francisco 49ers,Away,2024,L,129.99,1,2019-11-21
10253,4043,Jalen Hurts,1,Philadelphia Eagles,Home,2022,M,149.99,1,2023-02-22
10254,4043,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,XXL,139.99,3,2023-02-22
10255,4043,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,M,139.99,3,2023-02-22
10256,4044,Joe Burrow,9,Cincinnati Bengals,Home,2024,S,149.99,3,2020-04-03
10257,4044,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,L,139.99,3,2020-04-03
10258,4045,Lamar Jackson,8,Baltimore Ravens,Away,2020,M,129.99,2,2025-09-09
10259,4045,Lamar Jackson,8,Baltimore Ravens,Home,2023,XL,119.99,2,2025-09-09
10260,4045,Josh Allen,17,Buffalo Bills,Alternate,2024,L,129.99,1,2025-09-09
10261,4045,Jordan Love,10,Green Bay Packers,Alternate,2019,XL,149.99,3,2025-09-09
10262,4046,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,XXL,139.99,2,2023-08-31
10263,4047,DK Metcalf,14,Seattle Seahawks,Alternate,2019,XXL,119.99,1,2025-05-07
10264,4048,Joe Burrow,9,Cincinnati Bengals,Home,2024,S,139.99,2,2021-05-01
10265,4049,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,M,139.99,3,2024-02-22
10266,4049,CeeDee Lamb,88,Dallas Cowboys,Home,2023,L,119.99,3,2024-02-22
10267,4049,DK Metcalf,14,Seattle Seahawks,Alternate,2021,XL,129.99,2,2024-02-22
10268,4050,Jordan Love,10,Green Bay Packers,Alternate,2023,L,119.99,2,2022-02-27
10269,4050,Joe Burrow,9,Cincinnati Bengals,Away,2020,S,129.99,1,2022-02-27
10270,4050,Amon-Ra St. Brown,14,Detroit Lions,Away,2022,L,119.99,2,2022-02-27
10271,4050,Josh Allen,17,Buffalo Bills,Away,2022,S,119.99,3,2022-02-27
10272,4051,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2020,XL,149.99,2,2023-05-10
10273,4052,DK Metcalf,14,Seattle Seahawks,Away,2019,XXL,129.99,1,2023-04-16
10274,4052,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,M,129.99,3,2023-04-16
10275,4052,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,139.99,2,2023-04-16
10276,4052,Josh Allen,17,Buffalo Bills,Away,2019,XXL,129.99,3,2023-04-16
10277,4053,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,XXL,129.99,1,2025-06-11
10278,4053,Joe Burrow,9,Cincinnati Bengals,Away,2020,L,119.99,3,2025-06-11
10279,4053,CeeDee Lamb,88,Dallas Cowboys,Away,2019,S,129.99,1,2025-06-11
10280,4054,DK Metcalf,14,Seattle Seahawks,Away,2024,L,139.99,1,2019-09-09
10281,4054,Josh Allen,17,Buffalo Bills,Alternate,2019,L,139.99,3,2019-09-09
10282,4054,Jordan Love,10,Green Bay Packers,Alternate,2019,XXL,139.99,1,2019-09-09
10283,4055,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,S,139.99,1,2022-04-07
10284,4056,CeeDee Lamb,88,Dallas Cowboys,Home,2025,S,119.99,3,2022-05-02
10285,4057,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,S,129.99,2,2020-12-23
10286,4057,Christian McCaffrey,23,San Francisco 49ers,Home,2023,XXL,129.99,2,2020-12-23
10287,4058,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,S,119.99,1,2022-03-20
10288,4059,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,L,149.99,1,2025-03-22
10289,4060,Christian McCaffrey,23,San Francisco 49ers,Home,2022,XL,119.99,3,2023-07-04
10290,4060,Jalen Hurts,1,Philadelphia Eagles,Away,2024,XL,149.99,1,2023-07-04
10291,4061,CeeDee Lamb,88,Dallas Cowboys,Away,2020,XXL,119.99,3,2024-12-05
10292,4061,Amon-Ra St. Brown,14,Detroit Lions,Away,2022,XXL,119.99,2,2024-12-05
10293,4062,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,M,129.99,1,2019-02-05
10294,4062,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,XL,119.99,2,2019-02-05
10295,4063,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,S,119.99,1,2024-04-18
10296,4064,Lamar Jackson,8,Baltimore Ravens,Home,2025,M,129.99,3,2024-11-17
10297,4065,Christian McCaffrey,23,San Francisco 49ers,Home,2019,XL,139.99,2,2020-09-13
10298,4065,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,M,119.99,1,2020-09-13
10299,4065,Jalen Hurts,1,Philadelphia Eagles,Away,2021,L,119.99,1,2020-09-13
10300,4065,Jordan Love,10,Green Bay Packers,Away,2020,XL,129.99,1,2020-09-13
10301,4066,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,M,149.99,1,2023-12-19
10302,4066,Patrick Mahomes,15,Kansas City Chiefs,Home,2022,S,129.99,3,2023-12-19
10303,4066,Lamar Jackson,8,Baltimore Ravens,Away,2024,M,139.99,1,2023-12-19
10304,4066,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,XXL,149.99,3,2023-12-19
10305,4067,Jordan Love,10,Green Bay Packers,Alternate,2021,XXL,129.99,1,2019-08-22
10306,4067,CeeDee Lamb,88,Dallas Cowboys,Home,2022,XXL,149.99,2,2019-08-22
10307,4067,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,M,119.99,2,2019-08-22
10308,4068,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,S,119.99,3,2019-02-06
10309,4068,Josh Allen,17,Buffalo Bills,Home,2022,XXL,119.99,1,2019-02-06
10310,4069,DK Metcalf,14,Seattle Seahawks,Away,2023,M,119.99,3,2021-10-06
10311,4069,Joe Burrow,9,Cincinnati Bengals,Away,2024,L,139.99,3,2021-10-06
10312,4069,Amon-Ra St. Brown,14,Detroit Lions,Away,2023,M,129.99,1,2021-10-06
10313,4069,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,S,139.99,3,2021-10-06
10314,4070,DK Metcalf,14,Seattle Seahawks,Alternate,2019,XXL,129.99,3,2022-08-29
10315,4071,Jordan Love,10,Green Bay Packers,Alternate,2019,S,139.99,2,2019-11-04
10316,4071,DK Metcalf,14,Seattle Seahawks,Away,2022,XL,149.99,2,2019-11-04
10317,4072,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,XXL,139.99,1,2019-02-16
10318,4072,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,S,149.99,3,2019-02-16
10319,4072,Jordan Love,10,Green Bay Packers,Away,2022,XXL,119.99,3,2019-02-16
10320,4072,DK Metcalf,14,Seattle Seahawks,Home,2021,XXL,149.99,2,2019-02-16
10321,4073,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,XXL,149.99,2,2022-09-24
10322,4074,Christian McCaffrey,23,San Francisco 49ers,Away,2021,XL,149.99,2,2025-07-25
10323,4074,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,L,139.99,2,2025-07-25
10324,4074,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,XXL,129.99,2,2025-07-25
10325,4075,DK Metcalf,14,Seattle Seahawks,Away,2020,S,149.99,2,2024-01-22
10326,4075,Joe Burrow,9,Cincinnati Bengals,Home,2019,XXL,129.99,1,2024-01-22
10327,4076,Amon-Ra St. Brown,14,Detroit Lions,Home,2022,XL,149.99,3,2021-07-26
10328,4076,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,XXL,139.99,1,2021-07-26
10329,4076,Joe Burrow,9,Cincinnati Bengals,Home,2022,S,149.99,1,2021-07-26
10330,4077,DK Metcalf,14,Seattle Seahawks,Home,2023,L,119.99,1,2022-02-14
10331,4077,Lamar Jackson,8,Baltimore Ravens,Away,2024,S,149.99,1,2022-02-14
10332,4078,CeeDee Lamb,88,Dallas Cowboys,Home,2025,S,119.99,3,2023-04-11
10333,4078,Josh Allen,17,Buffalo Bills,Alternate,2024,S,149.99,2,2023-04-11
10334,4079,Jordan Love,10,Green Bay Packers,Away,2024,M,149.99,3,2023-11-13
10335,4079,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,M,139.99,3,2023-11-13
10336,4079,Joe Burrow,9,Cincinnati Bengals,Home,2023,S,139.99,1,2023-11-13
10337,4080,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,M,119.99,3,2019-07-08
10338,4080,Josh Allen,17,Buffalo Bills,Home,2025,M,129.99,1,2019-07-08
10339,4080,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,XXL,119.99,3,2019-07-08
10340,4081,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,L,149.99,3,2025-10-28
10341,4081,Josh Allen,17,Buffalo Bills,Home,2019,M,149.99,1,2025-10-28
10342,4082,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,L,119.99,2,2023-06-17
10343,4083,Josh Allen,17,Buffalo Bills,Away,2022,S,119.99,3,2023-11-03
10344,4083,Josh Allen,17,Buffalo Bills,Alternate,2025,XXL,129.99,3,2023-11-03
10345,4084,Jalen Hurts,1,Philadelphia Eagles,Home,2019,L,149.99,1,2020-11-18
10346,4085,CeeDee Lamb,88,Dallas Cowboys,Away,2022,M,129.99,2,2023-04-20
10347,4085,Josh Allen,17,Buffalo Bills,Away,2025,L,119.99,3,2023-04-20
10348,4085,CeeDee Lamb,88,Dallas Cowboys,Away,2022,M,119.99,3,2023-04-20
10349,4086,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,XXL,119.99,2,2022-11-29
10350,4086,Jalen Hurts,1,Philadelphia Eagles,Away,2024,S,139.99,2,2022-11-29
10351,4086,Jordan Love,10,Green Bay Packers,Home,2024,S,119.99,3,2022-11-29
10352,4087,Jordan Love,10,Green Bay Packers,Away,2022,M,129.99,3,2020-10-16
10353,4088,DK Metcalf,14,Seattle Seahawks,Away,2024,S,149.99,1,2021-12-11
10354,4088,Christian McCaffrey,23,San Francisco 49ers,Home,2019,L,119.99,1,2021-12-11
10355,4088,Jalen Hurts,1,Philadelphia Eagles,Away,2022,L,119.99,2,2021-12-11
10356,4088,DK Metcalf,14,Seattle Seahawks,Home,2025,M,129.99,1,2021-12-11
10357,4089,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XXL,139.99,2,2020-03-19
10358,4089,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,M,139.99,2,2020-03-19
10359,4089,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XXL,149.99,1,2020-03-19
10360,4089,Jalen Hurts,1,Philadelphia Eagles,Away,2025,XL,149.99,2,2020-03-19
10361,4090,Lamar Jackson,8,Baltimore Ravens,Home,2020,S,149.99,3,2019-05-09
10362,4090,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,XL,149.99,2,2019-05-09
10363,4090,Christian McCaffrey,23,San Francisco 49ers,Away,2024,M,119.99,3,2019-05-09
10364,4091,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,M,129.99,2,2021-06-26
10365,4091,Josh Allen,17,Buffalo Bills,Home,2023,S,129.99,1,2021-06-26
10366,4091,Josh Allen,17,Buffalo Bills,Home,2022,S,119.99,2,2021-06-26
10367,4092,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XL,149.99,3,2021-08-18
10368,4092,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XXL,129.99,2,2021-08-18
10369,4092,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,S,149.99,2,2021-08-18
10370,4092,Lamar Jackson,8,Baltimore Ravens,Away,2023,M,149.99,3,2021-08-18
10371,4093,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,S,139.99,1,2024-07-17
10372,4093,CeeDee Lamb,88,Dallas Cowboys,Away,2021,S,139.99,3,2024-07-17
10373,4093,Joe Burrow,9,Cincinnati Bengals,Home,2023,S,129.99,1,2024-07-17
10374,4094,Joe Burrow,9,Cincinnati Bengals,Away,2025,XXL,129.99,3,2024-11-08
10375,4094,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2020,XL,149.99,1,2024-11-08
10376,4094,Josh Allen,17,Buffalo Bills,Home,2019,M,129.99,2,2024-11-08
10377,4095,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,XXL,149.99,3,2021-01-25
10378,4095,Josh Allen,17,Buffalo Bills,Home,2019,S,149.99,3,2021-01-25
10379,4095,Josh Allen,17,Buffalo Bills,Home,2021,XXL,119.99,2,2021-01-25
10380,4095,Lamar Jackson,8,Baltimore Ravens,Away,2023,XXL,119.99,3,2021-01-25
10381,4096,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XL,119.99,3,2024-07-08
10382,4096,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,M,139.99,1,2024-07-08
10383,4097,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,XXL,129.99,3,2023-04-03
10384,4098,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,XL,119.99,3,2022-01-28
10385,4098,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,S,119.99,2,2022-01-28
10386,4098,CeeDee Lamb,88,Dallas Cowboys,Away,2019,S,139.99,1,2022-01-28
10387,4098,DK Metcalf,14,Seattle Seahawks,Alternate,2024,XXL,129.99,3,2022-01-28
10388,4099,Josh Allen,17,Buffalo Bills,Home,2020,S,139.99,2,2025-12-14
10389,4100,CeeDee Lamb,88,Dallas Cowboys,Home,2022,S,129.99,3,2024-04-20
10390,4100,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2021,S,119.99,3,2024-04-20
10391,4101,Joe Burrow,9,Cincinnati Bengals,Home,2019,L,119.99,3,2019-02-17
10392,4101,Jalen Hurts,1,Philadelphia Eagles,Alternate,2021,XXL,139.99,2,2019-02-17
10393,4102,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,XL,149.99,1,2022-02-27
10394,4102,CeeDee Lamb,88,Dallas Cowboys,Away,2023,XL,119.99,3,2022-02-27
10395,4102,Amon-Ra St. Brown,14,Detroit Lions,Away,2023,L,119.99,1,2022-02-27
10396,4103,CeeDee Lamb,88,Dallas Cowboys,Home,2025,L,139.99,3,2019-05-09
10397,4103,Lamar Jackson,8,Baltimore Ravens,Home,2021,L,149.99,1,2019-05-09
10398,4103,Joe Burrow,9,Cincinnati Bengals,Alternate,2019,M,149.99,2,2019-05-09
10399,4103,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,M,119.99,2,2019-05-09
10400,4104,Christian McCaffrey,23,San Francisco 49ers,Home,2025,M,149.99,1,2024-02-16
10401,4105,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XL,129.99,1,2020-04-14
10402,4106,Josh Allen,17,Buffalo Bills,Home,2024,S,129.99,1,2020-06-06
10403,4106,DK Metcalf,14,Seattle Seahawks,Away,2019,XL,139.99,3,2020-06-06
10404,4106,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,XL,149.99,1,2020-06-06
10405,4107,DK Metcalf,14,Seattle Seahawks,Home,2020,XXL,129.99,2,2022-09-19
10406,4108,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XL,149.99,3,2023-12-18
10407,4108,Lamar Jackson,8,Baltimore Ravens,Away,2024,M,129.99,2,2023-12-18
10408,4109,Patrick Mahomes,15,Kansas City Chiefs,Away,2019,L,149.99,2,2023-01-20
10409,4109,Jalen Hurts,1,Philadelphia Eagles,Away,2023,XL,129.99,2,2023-01-20
10410,4110,CeeDee Lamb,88,Dallas Cowboys,Away,2019,L,139.99,2,2021-04-05
10411,4110,Josh Allen,17,Buffalo Bills,Home,2020,L,129.99,1,2021-04-05
10412,4110,Jordan Love,10,Green Bay Packers,Alternate,2022,L,129.99,3,2021-04-05
10413,4110,Jordan Love,10,Green Bay Packers,Home,2019,XL,139.99,1,2021-04-05
10414,4111,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,L,129.99,3,2019-01-23
10415,4111,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,L,129.99,3,2019-01-23
10416,4111,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,S,119.99,1,2019-01-23
10417,4112,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,XXL,139.99,2,2020-05-24
10418,4112,Christian McCaffrey,23,San Francisco 49ers,Away,2024,S,139.99,2,2020-05-24
10419,4112,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,M,139.99,1,2020-05-24
10420,4112,Lamar Jackson,8,Baltimore Ravens,Away,2021,S,119.99,2,2020-05-24
10421,4113,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,XXL,129.99,2,2023-04-04
10422,4113,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,S,119.99,2,2023-04-04
10423,4114,Joe Burrow,9,Cincinnati Bengals,Home,2021,S,139.99,1,2024-03-27
10424,4114,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,XL,129.99,1,2024-03-27
10425,4114,Jalen Hurts,1,Philadelphia Eagles,Alternate,2021,L,129.99,3,2024-03-27
10426,4114,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,S,139.99,1,2024-03-27
10427,4115,Christian McCaffrey,23,San Francisco 49ers,Away,2023,L,149.99,3,2024-04-14
10428,4115,Lamar Jackson,8,Baltimore Ravens,Home,2021,S,129.99,1,2024-04-14
10429,4115,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,M,139.99,1,2024-04-14
10430,4115,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,S,149.99,1,2024-04-14
10431,4116,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,XXL,149.99,3,2024-03-05
10432,4116,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,S,139.99,3,2024-03-05
10433,4116,Jordan Love,10,Green Bay Packers,Away,2019,XL,149.99,2,2024-03-05
10434,4116,Lamar Jackson,8,Baltimore Ravens,Away,2022,S,129.99,1,2024-03-05
10435,4117,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,S,119.99,3,2025-01-22
10436,4117,Joe Burrow,9,Cincinnati Bengals,Alternate,2022,L,119.99,2,2025-01-22
10437,4118,Josh Allen,17,Buffalo Bills,Away,2022,M,119.99,1,2024-09-08
10438,4118,Jordan Love,10,Green Bay Packers,Away,2019,L,129.99,2,2024-09-08
10439,4118,Joe Burrow,9,Cincinnati Bengals,Home,2020,L,149.99,2,2024-09-08
10440,4119,Jordan Love,10,Green Bay Packers,Away,2021,XL,149.99,1,2023-12-26
10441,4119,Josh Allen,17,Buffalo Bills,Home,2024,S,139.99,1,2023-12-26
10442,4119,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,L,149.99,3,2023-12-26
10443,4119,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,S,129.99,3,2023-12-26
10444,4120,Jordan Love,10,Green Bay Packers,Away,2020,S,149.99,2,2022-02-03
10445,4120,Josh Allen,17,Buffalo Bills,Away,2022,L,119.99,3,2022-02-03
10446,4120,DK Metcalf,14,Seattle Seahawks,Alternate,2020,S,139.99,2,2022-02-03
10447,4121,Jordan Love,10,Green Bay Packers,Away,2021,XL,149.99,3,2023-01-06
10448,4121,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,XL,119.99,2,2023-01-06
10449,4121,Joe Burrow,9,Cincinnati Bengals,Alternate,2022,XXL,119.99,3,2023-01-06
10450,4121,DK Metcalf,14,Seattle Seahawks,Away,2025,XXL,119.99,1,2023-01-06
10451,4122,Joe Burrow,9,Cincinnati Bengals,Away,2024,L,129.99,1,2022-11-13
10452,4122,Jalen Hurts,1,Philadelphia Eagles,Away,2022,S,129.99,2,2022-11-13
10453,4122,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,S,149.99,2,2022-11-13
10454,4122,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,XXL,149.99,3,2022-11-13
10455,4123,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,M,129.99,1,2025-01-22
10456,4123,Jordan Love,10,Green Bay Packers,Home,2025,M,129.99,1,2025-01-22
10457,4123,Christian McCaffrey,23,San Francisco 49ers,Away,2020,S,149.99,2,2025-01-22
10458,4123,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,XL,119.99,2,2025-01-22
10459,4124,Jalen Hurts,1,Philadelphia Eagles,Away,2024,XXL,129.99,1,2019-06-23
10460,4124,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,M,119.99,1,2019-06-23
10461,4125,Joe Burrow,9,Cincinnati Bengals,Away,2021,XXL,149.99,3,2025-07-18
10462,4125,Jordan Love,10,Green Bay Packers,Alternate,2022,XXL,129.99,3,2025-07-18
10463,4125,Jalen Hurts,1,Philadelphia Eagles,Alternate,2025,M,149.99,3,2025-07-18
10464,4126,DK Metcalf,14,Seattle Seahawks,Alternate,2020,M,129.99,3,2021-02-27
10465,4126,Jordan Love,10,Green Bay Packers,Home,2022,XL,119.99,1,2021-02-27
10466,4127,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,S,139.99,2,2019-03-27
10467,4127,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,L,149.99,3,2019-03-27
10468,4127,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,XL,129.99,1,2019-03-27
10469,4128,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,XXL,129.99,3,2024-02-02
10470,4129,Joe Burrow,9,Cincinnati Bengals,Alternate,2019,XL,119.99,1,2020-11-23
10471,4129,Christian McCaffrey,23,San Francisco 49ers,Home,2020,S,119.99,2,2020-11-23
10472,4130,Josh Allen,17,Buffalo Bills,Home,2024,L,149.99,3,2019-08-19
10473,4131,CeeDee Lamb,88,Dallas Cowboys,Away,2022,S,129.99,1,2019-07-20
10474,4132,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2020,M,119.99,2,2024-05-03
10475,4132,Lamar Jackson,8,Baltimore Ravens,Home,2020,M,149.99,1,2024-05-03
10476,4132,Jordan Love,10,Green Bay Packers,Home,2020,XL,149.99,1,2024-05-03
10477,4133,DK Metcalf,14,Seattle Seahawks,Alternate,2025,L,139.99,3,2024-06-01
10478,4133,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,M,149.99,3,2024-06-01
10479,4133,Lamar Jackson,8,Baltimore Ravens,Away,2022,XXL,129.99,1,2024-06-01
10480,4134,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,M,119.99,1,2020-04-30
10481,4134,CeeDee Lamb,88,Dallas Cowboys,Home,2024,XL,119.99,3,2020-04-30
10482,4134,Jordan Love,10,Green Bay Packers,Alternate,2024,M,119.99,3,2020-04-30
10483,4135,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,XXL,129.99,2,2022-03-28
10484,4135,DK Metcalf,14,Seattle Seahawks,Away,2019,M,149.99,1,2022-03-28
10485,4135,Jordan Love,10,Green Bay Packers,Home,2019,L,129.99,1,2022-03-28
10486,4136,DK Metcalf,14,Seattle Seahawks,Alternate,2022,L,149.99,2,2024-04-27
10487,4136,Jordan Love,10,Green Bay Packers,Home,2022,XL,119.99,3,2024-04-27
10488,4136,CeeDee Lamb,88,Dallas Cowboys,Home,2023,S,139.99,1,2024-04-27
10489,4136,Christian McCaffrey,23,San Francisco 49ers,Away,2019,XXL,129.99,2,2024-04-27
10490,4137,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,XL,139.99,2,2019-10-09
10491,4137,Lamar Jackson,8,Baltimore Ravens,Away,2025,XL,139.99,3,2019-10-09
10492,4137,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,XXL,119.99,1,2019-10-09
10493,4138,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,S,129.99,1,2019-03-04
10494,4138,Jordan Love,10,Green Bay Packers,Home,2024,L,139.99,1,2019-03-04
10495,4138,DK Metcalf,14,Seattle Seahawks,Home,2019,S,149.99,1,2019-03-04
10496,4139,Patrick Mahomes,15,Kansas City Chiefs,Home,2025,M,149.99,1,2020-03-29
10497,4139,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,L,139.99,1,2020-03-29
10498,4140,Joe Burrow,9,Cincinnati Bengals,Home,2025,S,139.99,1,2025-07-20
10499,4141,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,S,129.99,1,2021-07-28
10500,4141,Amon-Ra St. Brown,14,Detroit Lions,Away,2023,XXL,119.99,1,2021-07-28
10501,4142,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,XXL,149.99,2,2024-02-27
10502,4142,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,S,129.99,3,2024-02-27
10503,4142,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,L,129.99,2,2024-02-27
10504,4142,DK Metcalf,14,Seattle Seahawks,Away,2025,XL,139.99,2,2024-02-27
10505,4143,Christian McCaffrey,23,San Francisco 49ers,Away,2020,M,139.99,2,2024-05-26
10506,4143,Joe Burrow,9,Cincinnati Bengals,Home,2021,M,119.99,2,2024-05-26
10507,4143,Jalen Hurts,1,Philadelphia Eagles,Away,2022,XL,139.99,3,2024-05-26
10508,4143,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,S,119.99,3,2024-05-26
10509,4144,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,XL,129.99,3,2023-12-12
10510,4144,Jalen Hurts,1,Philadelphia Eagles,Away,2021,M,149.99,2,2023-12-12
10511,4144,Jordan Love,10,Green Bay Packers,Away,2021,S,119.99,2,2023-12-12
10512,4145,Lamar Jackson,8,Baltimore Ravens,Home,2021,XL,149.99,3,2023-06-12
